"date","djia","nasdaqcom","btc","sp500","rate"
2019-04-18,0.336958370290346,-0.0627099790537405,-0.429077435139735,0.0262862275287059,2.00883125161777
2019-04-19,NA,-0.0627099790537405,-0.428750399313753,NA,2.02113404171684
2019-04-22,0.328744772937449,-0.0575796478748378,-0.422992050168918,0.0299453182843461,2.02113404171684
2019-04-23,0.353363544627903,-0.0261010117498646,-0.412566628580752,0.0619436935658168,2.02113404171684
2019-04-24,0.343312093464345,-0.0317087980364478,-0.419044697862199,0.0539409882737184,2.02113404171684
2019-04-25,0.320449869609518,-0.026738016190842,-0.43437280233544,0.0525968324859321,2.02113404171684
2019-04-26,0.334212599758475,-0.0184730625029902,-0.430224708753117,0.069660143458665,2.02113404171684
2019-04-29,0.336086024933212,-0.0138643234435957,-0.432152878285645,0.0735805978397088,2.03343683181591
2019-04-30,0.342610829429678,-0.0336857186540695,-0.425923190261244,0.0770654461784139,2.03343683181591
2019-05-01,0.315039634520807,-0.0473282304316717,-0.422791250015803,0.0495600360764887,2.03343683181591
2019-05-02,0.294315080259578,-0.0511657646762872,-0.416609025521102,0.0418311402967168,1.98422567141964
2019-05-03,0.327711509504727,-0.013224933218195,-0.400759352721393,0.0768289743268588,1.97192288132058
2019-05-06,0.31645232583702,-0.025364699032274,-0.402053960224227,0.0604377412480191,1.97192288132058
2019-05-07,0.236266001834376,-0.0729405208832043,-0.397070504083785,0.00017475676226271,1.97192288132058
2019-05-08,0.236645429717868,-0.0790356036382131,-0.38785282572299,-0.00558768888352541,1.95962009122151
2019-05-09,0.213105656071092,-0.0887976370515831,-0.376277923609142,-0.0164156105073606,1.94731730112244
2019-05-10,0.232417519016108,-0.0869024295504539,-0.363964851605596,-0.00312340327258366,1.94731730112244
2019-05-13,0.127841096377793,-0.167398199540985,-0.277422388562705,-0.0896596550547952,1.94731730112244
2019-05-14,0.162914461358015,-0.141312927327565,-0.266605018361607,-0.0616066259282162,1.94731730112244
2019-05-15,0.182558323701086,-0.115171887403255,-0.25390435269222,-0.0410086830690818,1.97192288132058
2019-05-16,0.218919033286011,-0.0925370559117974,-0.273204291548643,-0.00944591382994921,1.95962009122151
2019-05-17,0.202203879918638,-0.116920369162362,-0.305807708375056,-0.0303425579752581,1.95962009122151
2019-05-20,0.187958395542917,-0.150890957117301,-0.267575679751838,-0.0543631197384782,1.95962009122151
2019-05-21,0.221400559399023,-0.12603466210485,-0.268478515153744,-0.0243311945909912,1.95962009122151
2019-05-22,0.204339855637756,-0.136436383966674,-0.285548848978979,-0.0343999171124654,1.94731730112244
2019-05-23,0.155871331270709,-0.172986303106077,-0.273388848740445,-0.0767532703146612,1.94731730112244
2019-05-24,0.172000404068046,-0.170384903415699,-0.267029541123036,-0.0719989415097128,1.94731730112244
2019-05-27,NA,NA,-0.217709427060265,NA,NA
2019-05-28,0.13169974244294,-0.179229006272268,-0.222881030293542,-0.101458355858698,1.95962009122151
2019-05-29,0.0942041369565013,-0.197135213037068,-0.226525446297582,-0.125566038830385,1.95962009122151
2019-05-30,0.101567409320504,-0.191049673419752,-0.247015943862001,-0.1182976408668,1.95962009122151
2019-05-31,0.0414619672767381,-0.225216193920442,-0.231646967247603,-0.164098504746929,1.97192288132058
2019-06-03,0.0422648637801969,-0.261041132818264,-0.253673715079978,-0.173569824696054,1.94731730112244
2019-06-04,0.12905899212882,-0.203156932921065,-0.283879271401695,-0.100363117809391,1.94731730112244
2019-06-05,0.164188254966878,-0.188734866083203,-0.276860948651179,-0.071886928527397,1.94731730112244
2019-06-06,0.194862627922874,-0.176782682569394,-0.27699401104184,-0.0503057606012714,1.93501451102338
2019-06-07,0.239458955228934,-0.139043449895057,-0.263619852880189,-0.0131547881332858,1.93501451102338
2019-06-10,0.252796522883444,-0.114867699889305,-0.266248645264152,0.0035102544578806,1.93501451102338
2019-06-11,0.250396302745465,-0.115047230167146,-0.270624698767386,0.00225321987856157,1.93501451102338
2019-06-12,0.242997459017387,-0.123948293626817,-0.25747861816114,-0.0050649616327195,1.93501451102338
2019-06-13,0.260264815465198,-0.110704207847879,-0.252352212607488,0.00962118493753895,1.93501451102338
2019-06-14,0.257358126857738,-0.122772996575369,-0.224455651523329,0.00382140163097931,1.92271172092431
2019-06-17,0.261240487165604,-0.108350035068348,-0.186699346135391,0.00716934521352142,1.94731730112244
2019-06-18,0.321035950179553,-0.0758854735305138,-0.201077622576584,0.0421173956959677,1.93501451102338
2019-06-19,0.327550591429139,-0.065912596418749,-0.189521552829247,0.0529577632067265,1.93501451102338
2019-06-20,0.369756861844101,-0.0468215494648079,-0.174236380245819,0.0874577617599105,1.93501451102338
2019-06-21,0.363990913114618,-0.0526765626622385,-0.137029862204965,0.082827891824202,1.94731730112244
2019-06-24,0.36541546155219,-0.0604339407140681,-0.084808710367397,0.0764680436060644,1.94731730112244
2019-06-25,0.335040904379132,-0.0965129656529548,-0.0378143052825288,0.0416568978797817,1.94731730112244
2019-06-26,0.333109887472078,-0.0889804477830061,0.0360275214995988,0.0371763785871605,1.94731730112244
2019-06-27,0.33137536000469,-0.0717476286716359,-0.0744612077107343,0.0510410966204386,1.94731730112244
2019-06-28,0.343805010937987,-0.060270812704136,-0.000666932684177185,0.0719999702003674,1.97192288132058
2019-07-01,0.36370295445304,-0.0349451146064328,-0.110599577425911,0.100090336987718,1.95962009122151
2019-07-02,0.375433035226151,-0.0295979752680773,-0.0974293973566255,0.110893366837705,1.97192288132058
2019-07-03,0.405807592399209,-0.0113658107064658,-0.0275482526411555,0.139282434911231,1.98422567141964
2019-07-04,NA,NA,-0.0724947555627728,NA,NA
2019-07-05,0.398374871181532,-0.013883111495928,-0.0867758687441684,0.132549210085375,1.99652846151871
2019-07-08,0.378729314963981,-0.0327922423876047,-0.00798136495931497,0.114552457593346,1.98422567141964
2019-07-09,0.374892689267072,-0.0198660623830493,0.00936577518473536,0.119132543981359,1.98422567141964
2019-07-10,0.387886400402167,-0.00173290787499753,-0.0157822020072269,0.135859816007145,1.98422567141964
2019-07-11,0.426486412049483,-0.00366777904216186,-0.0638635289067725,0.144372802663125,1.97192288132058
2019-07-12,0.467808479985951,0.0106773462480544,-0.0363035375266089,0.161622801939718,1.94731730112244
